ISEE,IAA,IBE,Condicion_Base_OK,Perfil_Final,Desajuste
0.19999999999999996,0.4839024390243903,0.6305418719211822,True,Perfil con autonomía alta y entorno exigente,0
0.5,0.5194536585365855,0.5158339197748065,True,Perfil con autonomía alta y entorno exigente,0
0.7000000000000002,0.5381853658536586,0.2765657987332863,True,Perfil con bienestar comprometido,1
0.7000000000000002,0.5499317073170733,0.22167487684729065,True,Perfil con bienestar comprometido,1
0.5,0.5045073170731706,0.40605207600281495,True,Perfil con bienestar comprometido,0
0.30000000000000004,0.21822439024390253,0.39408866995073893,True,Perfil educativo equilibrado,0
0.5,0.3642146341463415,0.5186488388458832,True,Perfil educativo equilibrado,0
0.875,0.3924682926829269,0.44686840253342724,True,Entorno favorable con autonomía en construcción,1
0.30000000000000004,0.5811121951219513,0.3821252638986629,True,Perfil con bienestar comprometido,1
0.625,0.7169170731707318,0.25897255453905704,True,Perfil con bienestar comprometido,1
0.7999999999999998,0.34926829268292686,0.6270232230823365,True,Entorno favorable con autonomía en construcción,1
0.625,0.5247609756097561,0.48205489092188597,True,Entorno favorable con autonomía en construcción,0
0.8250000000000002,0.8557658536585366,0.48838845883180865,True,Entorno favorable con autonomía en construcción,0
0.375,0.5559414634146342,0.2695285010555946,True,Perfil con bienestar comprometido,1
0.32499999999999996,0.5202731707317074,0.4046446164672765,True,Perfil con bienestar comprometido,0
0.625,0.807609756097561,0.6938775510204083,True,Entorno favorable con autonomía en construcción,0
0.6749999999999998,0.6753560975609757,0.5615763546798029,True,Entorno favorable con autonomía en construcción,0
0.625,0.5336975609756098,0.48064743138634775,True,Entorno favorable con autonomía en construcción,0
0.8250000000000002,0.43274146341463426,0.7030260380014075,True,Entorno favorable con autonomía en construcción,1
0.7000000000000002,0.41096585365853655,0.3258268824771288,True,Perfil educativo equilibrado,1
0.625,0.39750243902439036,0.7023223082336383,True,Entorno favorable con autonomía en construcción,1
0.47499999999999987,0.5804097560975611,0.5819845179451091,True,Perfil con autonomía alta y entorno exigente,0
1.0,0.6672000000000001,0.4046446164672766,True,Entorno favorable con autonomía en construcción,0
0.5,0.37806829268292697,0.557353976073188,True,Perfil con autonomía alta y entorno exigente,0
1.0,0.6377365853658538,0.4609429978888107,True,Entorno favorable con autonomía en construcción,0
0.5999999999999999,0.4696585365853659,0.6164672765657988,True,Entorno favorable con autonomía en construcción,0
0.625,0.5031024390243903,0.3026038001407461,True,Perfil con bienestar comprometido,1
0.47499999999999987,0.7902829268292685,0.7762139338494018,True,Perfil con autonomía alta y entorno exigente,0
0.875,0.3016975609756098,0.6671358198451793,True,Entorno favorable con autonomía en construcción,1
0.8250000000000002,0.5869658536585367,0.7199155524278675,True,Entorno favorable con autonomía en construcción,0
0.5,0.5419707317073171,0.4306826178747361,True,Perfil con bienestar comprometido,0
0.47499999999999987,0.8869073170731707,0.5946516537649542,True,Perfil con autonomía alta y entorno exigente,0
0.30000000000000004,0.3410341463414635,0.36875439831104856,True,Perfil educativo equilibrado,0
0.6749999999999998,0.41986341463414645,0.5622800844475722,True,Entorno favorable con autonomía en construcción,1
0.625,0.3816585365853659,0.44053483462350446,True,Perfil educativo equilibrado,1
0.625,0.6785951219512196,0.6220971147079524,True,Entorno favorable con autonomía en construcción,0
0.5593697350283351,0.6714536585365856,0.6495425756509499,True,Perfil con autonomía alta y entorno exigente,0
0.375,0.517619512195122,0.720619282195637,True,Perfil con autonomía alta y entorno exigente,0
0.30000000000000004,0.39793170731707317,0.7670654468684024,True,Perfil con autonomía alta y entorno exigente,0
0.6749999999999998,0.3987902439024391,0.565798733286418,True,Entorno favorable con autonomía en construcción,1
0.625,0.35555121951219515,0.501759324419423,True,Perfil educativo equilibrado,1
0.6500000000000001,0.28089756097560986,0.41660802251935264,True,Perfil educativo equilibrado,1
0.625,0.5514536585365853,0.4102744546094301,True,Perfil con bienestar comprometido,0
0.625,0.48226341463414635,0.5960591133004924,True,Entorno favorable con autonomía en construcción,0
0.6749999999999998,0.20323902439024394,0.5045742434904996,True,Perfil educativo equilibrado,1
0.875,0.29361951219512206,0.43209007741027433,True,Perfil educativo equilibrado,1
0.30000000000000004,0.620409756097561,0.3216045038705138,True,Perfil con bienestar comprometido,1
0.44999999999999996,0.8135024390243903,0.6636171710063334,True,Perfil con autonomía alta y entorno exigente,0
0.7000000000000002,0.5383414634146342,0.2610837438423645,True,Perfil con bienestar comprometido,1
0.625,0.8414829268292684,0.38845883180858537,True,Perfil con bienestar comprometido,1
0.6749999999999998,0.5798243902439025,0.34975369458128064,True,Perfil con bienestar comprometido,1
0.44999999999999996,0.40452682926829286,0.48416608022519364,True,Perfil educativo equilibrado,0
0.7000000000000002,0.6736780487804878,0.3356790992258973,True,Perfil con bienestar comprometido,1
0.5,0.542087804878049,0.526389866291344,True,Perfil con autonomía alta y entorno exigente,0
0.7999999999999998,0.6977170731707318,0.6678395496129486,True,Entorno favorable con autonomía en construcción,0
0.47499999999999987,0.3369756097560976,0.40182969739619984,True,Perfil educativo equilibrado,0
0.5999999999999999,0.5893853658536587,0.5221674876847291,True,Entorno favorable con autonomía en construcción,0
0.875,0.32827317073170725,0.48909218859957765,True,Entorno favorable con autonomía en construcción,1
0.6749999999999998,0.6981463414634147,0.4651653764954257,True,Perfil con bienestar comprometido,0
0.7999999999999998,0.5521560975609757,0.37227304714989456,True,Entorno favorable con autonomía en construcción,1
1.0,0.4246243902439026,0.24137931034482746,True,Perfil educativo equilibrado,1
0.6749999999999998,0.4439414634146343,0.23082336382829,True,Perfil educativo equilibrado,1
0.42500000000000004,0.5729951219512196,0.30401125967628434,True,Perfil con bienestar comprometido,1
0.625,0.506848780487805,0.6347642505277973,True,Entorno favorable con autonomía en construcción,0
0.5,0.45065365853658546,0.5538353272343419,True,Perfil con autonomía alta y entorno exigente,0
0.625,0.7270634146341465,0.36453201970443366,True,Perfil con bienestar comprometido,1
0.47499999999999987,0.36351219512195115,0.3033075299085151,True,Perfil educativo equilibrado,0
0.6749999999999998,0.22958048780487808,0.41660802251935264,True,Perfil educativo equilibrado,1
0.625,0.5977365853658537,0.5207600281491906,True,Entorno favorable con autonomía en construcción,0
0.5,0.6181853658536587,0.35397607318789587,True,Perfil con bienestar comprometido,1
0.6749999999999998,0.22115121951219516,0.3518648838845883,True,Perfil educativo equilibrado,1
0.625,0.4865560975609756,0.5925404644616468,True,Entorno favorable con autonomía en construcción,0
0.625,0.3087219512195122,0.6002814919071078,True,Perfil educativo equilibrado,1
0.5499999999999998,0.46880000000000005,0.39549612948627727,True,Perfil educativo equilibrado,0
0.5250000000000001,0.6427707317073172,0.41731175228712175,True,Perfil con bienestar comprometido,0
0.5750000000000002,0.40405853658536595,0.4426460239268121,True,Perfil educativo equilibrado,0
0.5,0.6465170731707317,0.6544686840253342,True,Perfil con autonomía alta y entorno exigente,0
0.6500000000000001,0.5290926829268293,0.4764250527797326,True,Entorno favorable con autonomía en construcción,0
0.8250000000000002,0.587278048780488,0.534130893736805,True,Entorno favorable con autonomía en construcción,0
0.5,0.5184780487804879,0.5510204081632653,True,Perfil con autonomía alta y entorno exigente,0
0.625,0.7601170731707318,0.38845883180858537,True,Perfil con bienestar comprometido,1
0.5250000000000001,0.5888,0.6418015482054891,True,Perfil con autonomía alta y entorno exigente,0
0.7999999999999998,0.5555121951219513,0.6270232230823363,True,Entorno favorable con autonomía en construcción,0
0.5,0.5370536585365855,0.7072484166080224,True,Perfil con autonomía alta y entorno exigente,0
0.625,0.5450146341463415,0.4560168895144266,True,Perfil con bienestar comprometido,0
0.375,0.5065756097560977,0.5299085151301901,True,Perfil con autonomía alta y entorno exigente,0
0.5,0.6311414634146343,0.5714285714285714,True,Perfil con autonomía alta y entorno exigente,0
0.375,0.6321560975609758,0.7417311752287119,True,Perfil con autonomía alta y entorno exigente,1
0.5,0.5624585365853659,0.3779028852920479,True,Perfil con bienestar comprometido,1
0.47499999999999987,0.33260487804878053,0.40253342716396906,True,Perfil educativo equilibrado,0
0.875,0.44128780487804886,0.6347642505277973,True,Entorno favorable con autonomía en construcción,1
0.625,0.18860487804878054,0.610133708655876,True,Perfil educativo equilibrado,1
0.125,0.2980682926829269,0.49753694581280766,True,Perfil con autonomía alta y entorno exigente,0
0.17500000000000004,0.609639024390244,0.3096410978184378,True,Perfil con bienestar comprometido,1
0.44999999999999996,0.39469268292682935,0.5270935960591132,True,Perfil con autonomía alta y entorno exigente,0
0.875,0.8199414634146343,0.6495425756509499,True,Entorno favorable con autonomía en construcción,0
0.30000000000000004,0.42267317073170735,0.5439831104855737,True,Perfil con autonomía alta y entorno exigente,0
0.47499999999999987,0.20300487804878053,0.2603800140745954,True,Perfil educativo equilibrado,0
0.6749999999999998,0.21252682926829275,0.37156931738212523,True,Perfil educativo equilibrado,1
0.5,0.30899512195121953,0.4764250527797326,True,Perfil educativo equilibrado,0
0.625,0.49299512195121953,0.39901477832512317,True,Perfil con bienestar comprometido,0
0.375,0.8565853658536585,0.4722026741731175,True,Perfil con bienestar comprometido,1
0.32499999999999996,0.20944390243902444,0.6931738212526388,True,Perfil con autonomía alta y entorno exigente,0
0.6749999999999998,0.3347121951219512,0.4750175932441942,True,Perfil educativo equilibrado,1
0.8250000000000002,0.4615414634146342,0.2568613652357495,True,Perfil educativo equilibrado,0
0.125,0.4647804878048781,0.4722026741731174,True,Perfil con autonomía alta y entorno exigente,0
0.5499999999999998,0.6485073170731708,0.25123152709359614,True,Perfil con bienestar comprometido,1
0.7000000000000002,0.6559219512195121,0.490499648135116,True,Entorno favorable con autonomía en construcción,0
0.6500000000000001,0.5081365853658538,0.23434201266713578,True,Perfil con bienestar comprometido,1
0.30000000000000004,0.8307121951219514,0.44334975369458124,True,Perfil con bienestar comprometido,1
0.7000000000000002,0.35512195121951223,0.6798029556650247,True,Entorno favorable con autonomía en construcción,1
0.5,0.5443121951219513,0.437719915552428,True,Perfil con bienestar comprometido,0
0.5,0.6953365853658539,0.5503166783954963,True,Perfil con autonomía alta y entorno exigente,0
0.32499999999999996,0.5541463414634147,0.40534834623504584,True,Perfil con bienestar comprometido,1
0.5,0.49233170731707326,0.624912033779029,True,Perfil con autonomía alta y entorno exigente,0
0.30000000000000004,0.5665560975609756,0.23011963406052066,True,Perfil con bienestar comprometido,1
0.7999999999999998,0.35344390243902435,0.48557353976073186,True,Entorno favorable con autonomía en construcción,1
0.32499999999999996,0.5413853658536586,0.42716396903589043,True,Perfil con autonomía alta y entorno exigente,0
0.8250000000000002,0.7790439024390244,0.40253342716396917,True,Perfil con bienestar comprometido,0
0.6749999999999998,0.3584780487804878,0.36101337086558766,True,Perfil educativo equilibrado,1
0.6749999999999998,0.6342243902439025,0.4609429978888107,True,Perfil con bienestar comprometido,0
0.7999999999999998,0.8933463414634146,0.33075299085151305,True,Perfil con bienestar comprometido,1
0.32499999999999996,0.25709268292682935,0.550316678395496,True,Perfil educativo equilibrado,0
0.7000000000000002,0.46435121951219527,0.38282899366643214,True,Perfil educativo equilibrado,0
0.625,0.652409756097561,0.3321604503870514,True,Perfil con bienestar comprometido,1
0.7999999999999998,0.526868292682927,0.7973258268824772,True,Entorno favorable con autonomía en construcción,0
0.32499999999999996,0.6113170731707318,0.4827586206896552,True,Perfil con autonomía alta y entorno exigente,1
0.5250000000000001,0.3677268292682927,0.3673469387755102,True,Perfil educativo equilibrado,0
0.42500000000000004,0.48643902439024395,0.4722026741731175,True,Perfil con autonomía alta y entorno exigente,0
0.32499999999999996,0.48667317073170735,0.5158339197748065,True,Perfil con autonomía alta y entorno exigente,0
0.5,0.7794341463414636,0.3884588318085855,True,Perfil con bienestar comprometido,1
0.875,0.5742439024390243,0.5883180858550316,True,Entorno favorable con autonomía en construcción,0
0.6749999999999998,0.4666146341463415,0.6192821956368755,True,Entorno favorable con autonomía en construcción,0
0.8250000000000002,0.36437073170731715,0.7705840957072483,True,Entorno favorable con autonomía en construcción,1
0.47499999999999987,0.6073756097560977,0.5306122448979593,True,Perfil con autonomía alta y entorno exigente,0
0.44999999999999996,0.5418146341463416,0.4039408866995075,True,Perfil con bienestar comprometido,0
0.5,0.33627317073170737,0.38705137227304703,True,Perfil educativo equilibrado,0
0.625,0.10665365853658544,0.6030964109781842,True,Perfil educativo equilibrado,1
0.5250000000000001,0.5927024390243903,0.6488388458831809,True,Perfil con autonomía alta y entorno exigente,0
0.5250000000000001,0.8349268292682928,0.5460942997888809,True,Perfil con bienestar comprometido,0
0.5,0.18872195121951224,0.3821252638986629,True,Perfil educativo equilibrado,0
0.5499999999999998,0.5535609756097561,0.44053483462350457,True,Perfil con bienestar comprometido,0
1.0,0.6570536585365855,0.5911330049261083,True,Entorno favorable con autonomía en construcción,0
0.625,0.6014829268292684,0.4904996481351161,True,Perfil con bienestar comprometido,0
0.6500000000000001,0.38798048780487815,0.5207600281491909,True,Perfil educativo equilibrado,1
0.6500000000000001,0.35055609756097567,0.617171006333568,True,Entorno favorable con autonomía en construcción,1
0.5,0.5360780487804879,0.4011259676284307,True,Perfil con bienestar comprometido,0
0.7000000000000002,0.4003121951219513,0.09641097818437722,True,Perfil educativo equilibrado,1
0.44999999999999996,0.5030634146341464,0.5369458128078817,True,Perfil con autonomía alta y entorno exigente,0
0.30000000000000004,0.552039024390244,0.4454609429978889,True,Perfil con autonomía alta y entorno exigente,1
0.625,0.5257365853658538,0.566502463054187,True,Entorno favorable con autonomía en construcción,0
0.30000000000000004,0.2896780487804878,0.5679099225897255,True,Perfil con autonomía alta y entorno exigente,0
0.6749999999999998,0.5097756097560977,0.17030260380014078,True,Perfil con bienestar comprometido,1
1.0,0.4074536585365854,0.5475017593244194,True,Entorno favorable con autonomía en construcción,1
0.30000000000000004,0.630478048780488,0.6319493314567206,True,Perfil con autonomía alta y entorno exigente,1
0.25,0.5959414634146344,0.5756509500351865,True,Perfil con autonomía alta y entorno exigente,1
0.5499999999999998,0.49596097560975616,0.3969035890218156,True,Perfil con bienestar comprometido,0
0.5,0.8646634146341464,0.39408866995073893,True,Perfil con bienestar comprometido,1
0.5,0.44476097560975614,0.5207600281491906,True,Perfil con autonomía alta y entorno exigente,0
0.5,0.41654634146341474,0.6396903589021814,True,Perfil con autonomía alta y entorno exigente,0
0.17500000000000004,0.3614048780487805,0.20619282195636873,True,Perfil educativo equilibrado,0
0.30000000000000004,0.5595317073170732,0.29345531315974677,True,Perfil con bienestar comprometido,1
0.7000000000000002,0.3261658536585366,0.4271639690358902,True,Perfil educativo equilibrado,1
0.625,0.5716292682926829,0.490499648135116,True,Entorno favorable con autonomía en construcción,0
0.7999999999999998,0.4549853658536586,0.5376495425756511,True,Entorno favorable con autonomía en construcción,0
0.7000000000000002,0.7258146341463416,0.7417311752287119,True,Entorno favorable con autonomía en construcción,0
0.6500000000000001,0.2794926829268294,0.42927515833919777,True,Perfil educativo equilibrado,1
0.0,0.40378536585365854,0.5946516537649544,True,Perfil con autonomía alta y entorno exigente,0
0.625,0.29666341463414636,0.5805770584095709,True,Perfil educativo equilibrado,1
0.7000000000000002,0.35137560975609766,0.3898662913441238,True,Perfil educativo equilibrado,1
0.625,0.30520975609756096,0.2202674173117523,True,Perfil educativo equilibrado,1
0.7000000000000002,0.23968780487804883,0.44686840253342724,True,Perfil educativo equilibrado,1
0.32499999999999996,0.5275707317073172,0.38634764250527803,True,Perfil con bienestar comprometido,1
0.34999999999999987,0.4593170731707317,0.4933145672061929,True,Perfil con autonomía alta y entorno exigente,0
0.5499999999999998,0.6356682926829269,0.5869106263194932,True,Perfil con autonomía alta y entorno exigente,0
0.44999999999999996,0.6321170731707317,0.11752287121745253,True,Perfil con bienestar comprometido,1
0.5,0.29810731707317084,0.446164672765658,True,Perfil educativo equilibrado,0
0.47499999999999987,0.3593365853658538,0.6558761435608726,True,Perfil con autonomía alta y entorno exigente,0
0.125,0.5461463414634147,0.7959183673469388,True,Perfil con autonomía alta y entorno exigente,0
0.875,0.5573073170731707,0.42434904996481354,True,Entorno favorable con autonomía en construcción,0
0.17500000000000004,0.32831219512195126,0.18437719915552425,False,Condición de base comprometida,0
0.5,0.4026536585365854,0.4412385643912738,True,Perfil educativo equilibrado,0
0.5250000000000001,0.5535609756097561,0.32793807178043627,True,Perfil con bienestar comprometido,1
0.7999999999999998,0.2993560975609757,0.6319493314567206,True,Entorno favorable con autonomía en construcción,1
0.30000000000000004,0.5766243902439026,0.4419422941590429,True,Perfil con autonomía alta y entorno exigente,1
0.6749999999999998,0.5427902439024391,0.5446868402533427,True,Entorno favorable con autonomía en construcción,0
0.6749999999999998,0.4775024390243903,0.5510204081632653,True,Entorno favorable con autonomía en construcción,0
0.625,0.23473170731707318,0.5249824067558058,True,Perfil educativo equilibrado,1
0.7000000000000002,0.630478048780488,0.49120337790288543,True,Entorno favorable con autonomía en construcción,0
0.19999999999999996,0.6938146341463416,0.17171006333567912,True,Perfil con bienestar comprometido,1
0.32499999999999996,0.24702439024390246,0.310344827586207,False,Condición de base comprometida,0
0.47499999999999987,0.5717073170731708,0.4123856439127374,True,Perfil con bienestar comprometido,0
0.32499999999999996,0.20944390243902444,0.20056298381421528,False,Condición de base comprometida,0
0.7000000000000002,0.4940878048780488,0.7797325826882477,True,Entorno favorable con autonomía en construcción,0
0.5,0.3706926829268294,0.4778325123152711,True,Perfil educativo equilibrado,0
0.6749999999999998,0.37806829268292697,0.41660802251935264,True,Perfil educativo equilibrado,1
0.17500000000000004,0.5037658536585367,0.3265306122448978,True,Perfil con bienestar comprometido,1
0.47499999999999987,0.6494829268292682,0.7860661505981703,True,Perfil con autonomía alta y entorno exigente,0
0.6749999999999998,0.4674341463414636,0.3814215341308938,True,Perfil educativo equilibrado,0
0.7999999999999998,0.4351219512195123,0.5460942997888811,True,Entorno favorable con autonomía en construcción,1
0.125,0.5959414634146344,0.3926812104152006,True,Perfil con autonomía alta y entorno exigente,1
0.5750000000000002,0.38520975609756103,0.558057705840957,True,Perfil educativo equilibrado,0
0.44999999999999996,0.4225170731707318,0.43631245601688956,True,Perfil educativo equilibrado,0
0.30000000000000004,0.25849756097560983,0.6819141449683321,True,Perfil con autonomía alta y entorno exigente,0
0.6749999999999998,0.27781463414634155,0.5200562983814216,True,Perfil educativo equilibrado,1
0.125,0.45440000000000014,0.6185784658691065,True,Perfil con autonomía alta y entorno exigente,0
0.125,0.32561951219512203,0.3581984517945109,True,Perfil educativo equilibrado,0
0.7000000000000002,0.4644682926829269,0.5876143560872624,True,Entorno favorable con autonomía en construcción,0
0.5,0.44503414634146354,0.3898662913441238,True,Perfil educativo equilibrado,0
0.5,0.6191609756097561,0.5721323011963406,True,Perfil con autonomía alta y entorno exigente,0
0.40000000000000013,0.7033365853658536,0.311048557353976,True,Perfil con bienestar comprometido,1
0.5,0.500409756097561,0.5327234342012668,True,Perfil con autonomía alta y entorno exigente,0
0.42500000000000004,0.45678048780487807,0.3490499648135115,True,Perfil con bienestar comprometido,0
0.5,0.3203121951219512,0.42012667135819853,True,Perfil educativo equilibrado,0
0.5,0.4102243902439025,0.43631245601688956,True,Perfil educativo equilibrado,0
0.5,0.7946146341463415,0.4679802955665025,True,Perfil con bienestar comprometido,0
0.6749999999999998,0.5312000000000001,0.4152005629838143,True,Perfil con bienestar comprometido,0
0.5499999999999998,0.546419512195122,0.4679802955665024,True,Perfil con bienestar comprometido,0
0.5,0.5240585365853659,0.49894440534834633,True,Perfil con autonomía alta y entorno exigente,0
0.7000000000000002,0.8328195121951221,0.41731175228712164,True,Perfil con bienestar comprometido,0
0.5250000000000001,0.8674731707317075,0.442646023926812,True,Perfil con bienestar comprometido,0
